Tumor_wgs_aliquot_id	tumor_rna_seq_star_alignment_bam_file_name
9c70688d-6e43-4520-9262-eaae4e4d597d	a794392b-e8c9-4cee-b7fa-aec3b96f6c55
9ff21093-58d7-4b69-aade-c242a383ea56	da62cebb-2fb2-428e-83a6-26034b608d66
3269608c-5dd7-452a-976a-31ac971aac2f	1f575bee-e6b5-4a37-b1f9-9c849f28fd3a
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	29507bea-bf84-4b4e-902b-e7e42d70ca31
07d20658-3db4-47e7-877b-66536266edfc	11727cc2-e425-46b2-91db-e46f97a6551a
945e6808-2887-4f32-ac32-8f9e00353bf6	fea6fa88-4ebb-4971-b614-8c1e2eaa24ae
7dc3e035-c7ae-4164-a62b-9c2460812b05	58625357-a105-4552-a484-b43b379b5561
f658c350-fb89-4268-8a59-a07e365f4221	c92c82df-7583-42f7-b4f5-da7581a43e7d
842df341-d34f-4ed6-928c-eaf15bf7f667	003de740-7ed3-4a65-b742-3cb1762dcd0d
7bc3209f-b349-49bf-9b3d-44ef870b586f	a4c92b8a-f41b-411a-80a0-1fa6da81d221
43be43cb-a367-4a74-94e4-973acafcf576	17b91a89-ce8e-4064-a1d8-9be025393c63
8be2b0f5-7bad-4720-b13c-e95b32bdb933	0ec69bcb-4be7-43d8-868f-3b8ab1e99529
06dad93a-4b67-49b3-8fa5-f2546e22bae7	cba7f034-6498-43cc-a261-7040de9a85ef
14b8bbf2-310b-459b-b52d-a7ef510ce1cf	34b035ca-d024-4556-931b-02fcbd0ee18e
0d31a44f-1fc5-43a2-9633-36c4e650d3d2	2430d07e-6cee-4c99-a423-ed4dfb4b8c5e
b9d1a64e-d445-4174-a5b4-76dd6ea69419	e8e2acc3-9fcf-4a28-a129-fdfcbd0f7b4e
801e67c8-c506-410a-bdf0-856a66e974f4	b3c836f9-f04f-4403-827c-908f60d56cb4
e07991a4-0901-4ed1-8704-aa376565d862	d8124e5e-6b08-408f-bc62-b2a62752212e
047f9e4d-86b5-4943-aef5-68199bf29e8c	e0b337ce-8e93-4a17-9097-0d8929153394
a67f4531-99ef-43df-82f5-f6abc4b11826	a5c95229-b9c5-4969-9fb8-9c0bcb313440
0f6b355e-3898-4be6-be97-da0c3840a4ed	ab5951a5-3906-42af-b873-72b9949cd1fd
dc505248-ed04-4f77-a7c6-3fefbc5df27b	f4bd8874-d22e-11e4-9cf9-6592fb958afb
04b570c2-3224-4e9b-81cc-089b4a7ff07a	a6c6d888-d22d-11e4-84e1-738efb958afb
21e7e43e-f9b1-4351-a6d9-b9cd06d15f68	8255895e-f893-11e4-98ba-22a3fb958afb
15563a10-47a8-401d-a507-2c7101f7ae60	b3fff32c-f6d6-11e4-ae7e-d184fb958afb
3e8a2c90-e747-4a22-bc9e-0b062479fec2	f58676ca-f60b-11e4-8600-849dfb958afb
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	74150044-f7e5-11e4-81b4-99aefb958afb
66b4a1f3-480f-4050-96ac-920c1c080864	fa147ede-d21c-11e4-8cdc-859ffb958afb
39a5d94d-e8c8-4057-be96-362ffbafb94d	61508802-f7ea-11e4-af6f-80bcfb958afb
b7722577-f200-4dec-97f6-4fab3a9ba52d	9bd34f64-f7ea-11e4-a6d5-43bdfb958afb
79524d64-8f4a-4889-b345-33198808b9de	6b12c068-d21e-11e4-88e7-a5a3fb958afb
7b296706-b535-45a0-9a8e-4a34a8c33bb5	ebb56084-f7eb-11e4-b667-88c0fb958afb
ffa976f0-aa60-4867-842e-361afa7d68ac	b04474b0-f893-11e4-b474-d9a3fb958afb
1de83d45-8492-4b83-9055-a9f43b823f91	542588ee-d22e-11e4-8ae5-6590fb958afb
278b2498-1d64-493b-ac43-3489ec86f313	af610ae6-f6da-11e4-959e-a492fb958afb
9c730cfb-3fd6-428a-a0a4-c061ca5db06c	126ef0b6-d21f-11e4-aac5-00a5fb958afb
31a70598-33be-4f09-9990-bd7594467802	c0c41532-f895-11e4-9ccf-17adfb958afb
50f4d836-79a9-4bc7-a63a-7aa29e41d418	f46d3c88-f895-11e4-825e-97adfb958afb
140d6ef7-0217-4d16-9add-215d0d14ba06	b08ab03c-d21f-11e4-8624-41a6fb958afb
367fdef3-d7af-4996-932f-cc5087e843dc	6976fc40-d220-11e4-b89e-e3a8fb958afb
ad92f17f-11e6-49bd-9835-6b2f47053485	f016d676-d220-11e4-ab9a-03aafb958afb
1157a548-6770-4c89-a84c-bcf6f0e96ea8	f2417b20-d231-11e4-a3c8-b89afb958afb
c569b867-dadd-4591-af17-7e9b74699561	bb6ac238-d230-11e4-b140-6c97fb958afb
537cccf2-fb25-448b-813e-ca5d5642b910	b6a428c2-f867-11e4-bbb2-c84cfb958afb
8fa9575b-b2c9-4bd7-8da1-3c2cdf0e39f6	13369afc-f868-11e4-b11f-fc4ffb958afb
def5526a-774a-4704-bb24-10c4e713649a	4cdce9f8-d231-11e4-af3c-2199fb958afb
2a7f6aac-8f94-4815-8b94-0ea7db71135c	a5cf5506-d221-11e4-8475-47acfb958afb
1193a9c4-5aab-4cd7-a690-60c96bd1172d	709a03bc-d222-11e4-945c-b0b7fb958afb
22cd3875-a123-4f0d-8cd1-371958208ad6	26cebcea-f8a2-11e4-8f29-ba58fb958afb
d5423a93-0a72-43cf-a7ae-9011f47553c7	f414667e-d222-11e4-b48f-5e49fb958afb
fefe6b55-ba57-4829-bfd7-61cf7bf1f559	3acdf2aa-d224-11e4-be27-4e55fb958afb
5f53bcda-2fd3-4574-9cc2-5efe353372b2	fbbf36d8-f8a1-11e4-ad70-0958fb958afb
e1f0c565-6ed3-4e42-bc3e-c7b0003e837a	14d7fc2a-cece-11e4-9ee6-b86cfb958afb
3f72f750-5666-44e7-acaf-a912d89475be	a547b3d2-d233-11e4-a9cb-809ffb958afb
c642b9cc-bdb1-4796-9692-8be92398be17	c6893214-d224-11e4-85d0-cb56fb958afb
05da3161-1444-4188-914d-19762de3a443	d1b1e8b0-d225-11e4-94ac-2c5afb958afb
c9f87f0d-4967-4be2-8b92-a20f1980ea22	a27a550e-d226-11e4-acb2-6a6dfb958afb
aeeb01b4-790e-4929-bd59-6aad837603b1	2c2c6276-d234-11e4-82e9-90a0fb958afb
a83e247a-8f65-4be4-9c6e-a72c4abffae8	e3209066-f86c-11e4-99c0-4473fb958afb
91397d9c-3120-407f-8847-74b356943469	6e256778-f8a3-11e4-9e2c-ff5dfb958afb
616ff577-c5c3-432e-a857-f29901de119c	cc58b6ee-d227-11e4-9567-027bfb958afb
c00d925a-ca4d-4561-a8f2-d4542f218086	6c4e45ae-f86d-11e4-97ca-a376fb958afb
767517f2-f94c-44bb-9af6-36b662b166ef	05ed234e-d229-11e4-8061-057ffb958afb
ca49fdb1-d55a-427c-9819-90980dcd956f	787decca-f86e-11e4-8be4-037efb958afb
513bafce-375c-49b0-ae75-6c607abd05d8	e3181490-d229-11e4-9c78-cf81fb958afb
a1724132-f95c-4622-8987-fe3183b9dce3	faa55724-f86e-11e4-a6b4-0e81fb958afb
55c82198-5be6-4cc5-b5b3-b707af234107	ba93a1dc-d234-11e4-abd3-8fa2fb958afb
f1fdacf3-2bb5-400c-895d-ec7f472fa0d4	a64a4582-d22a-11e4-8b5e-4985fb958afb
19cd4360-8392-4bc2-ae88-fdc1335d886b	de2bfd3a-f609-11e4-8db2-ba96fb958afb
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	e939802c-f86f-11e4-8afe-4f85fb958afb
7d52a9e7-b5a9-4519-96fd-e8be42a7890c	50dfe76e-f6dd-11e4-bb4b-d09bfb958afb
dabdd983-a819-410e-bfb8-5c66a66cf5ab	36a1518c-f870-11e4-b685-8186fb958afb
8c4038b6-c02a-46db-9514-c13b88d9bf48	a20ea0c2-f8a3-11e4-a163-915efb958afb
eba6d269-27f8-4e50-b59a-5d639bdd5cff	4ef154c8-d235-11e4-bc85-28a4fb958afb
4b7a704b-e516-4275-be11-45cc935237e2	d84262d0-f873-11e4-a3e4-549afb958afb
c13d7ee5-2bf0-43e4-9cd3-9326ed9355cf	fdfe025e-f873-11e4-8424-009bfb958afb
a9d055c6-6c53-4e85-8270-34883a1342a9	b7618c9c-f875-11e4-93a3-c7a2fb958afb
83eac474-e482-4646-b841-c8751ab7c5a6	ad98d0aa-f8a5-11e4-81fd-3265fb958afb
f266899a-1dab-4226-a965-bc1327c64080	f6d1f68a-f877-11e4-b4f9-40b0fb958afb
915cbb43-9e00-433d-818f-531011bea57e	18a7818a-f6e3-11e4-b54b-deaffb958afb
ccdb02a1-d048-43fb-80cd-829f616b4434	82375800-d22b-11e4-a9d0-dc87fb958afb
3de261ea-6478-4f96-8ca1-30be130e945f	266adbd0-d219-11e4-9fa1-3291fb958afb
132f7f2a-b902-4343-aa08-cf6a7af10b9a	e21c1878-d235-11e4-99ef-38a5fb958afb
0b6cd7df-6970-4d60-b7b5-85002a7d8781	827dc390-f886-11e4-9a26-776ffb958afb
f5c8f98a-c34a-49e8-a655-d8f29487b55c	de8e0f1e-f886-11e4-93ef-a770fb958afb
08f7812b-0d74-42ba-985b-d0a027e8a80c	d0e5bdc0-f887-11e4-a9de-4b74fb958afb
7f7e007e-4b06-4328-b116-6dcdb2ad8181	022f6f2a-f888-11e4-a791-8475fb958afb
dac3b2c3-fbf4-4602-94d9-b5051d454a3b	7be2d6a8-f889-11e4-ba8a-987afb958afb
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	8ad6024e-f6e4-11e4-9d8a-81b4fb958afb
1bdfaa8a-1b7e-4251-b135-ce5e4568371b	87250fa0-d22c-11e4-8449-3b8cfb958afb
90de4296-0223-4b9f-8abb-6db278bfc932	f58702e4-f88a-11e4-82a9-b484fb958afb
9e99b8d9-6f0d-4fe0-9c1e-d286c0714909	85cb2484-f88b-11e4-bec1-8787fb958afb
d88296ac-bb0d-47ab-9051-6c358f0af780	7e42640a-f88d-11e4-b2df-e68cfb958afb
d16eff05-3098-41ee-85a7-9f56fd927509	d96a194a-f88d-11e4-bd1e-f48dfb958afb
ea4a5ca7-86f9-47c7-81be-0c2c669a999f	cb778ce8-d21b-11e4-943c-9c9cfb958afb
8cce153d-953d-40c5-976b-60f6a143608c	320e709a-f88f-11e4-a394-5c93fb958afb
ebc1a26b-9582-4756-acd5-b02d1152319d	b22c5a18-f6e0-11e4-8ef4-b5a7fb958afb
2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2	86049b82-f891-11e4-9d55-fa9bfb958afb
43d630aa-3890-401c-bf56-e3a9f325734f	73c9b83e-d236-11e4-99fe-82a6fb958afb
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	95e480e7-b399-43c7-8cf5-8b19f2f8d2af
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	50ec023b-df42-4f83-8bde-d5fd4eea233d
18dd42d7-2d84-400e-9adb-a38faa916a9e	54711492-a5c5-45af-8871-e55ef070b1d9
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	c39b97c8-26ce-4713-b421-45ae181ff097
10ad692b-4c3d-42de-9b5e-4968441388b3	2d1855be-6a4f-423e-94c3-6135813296b9
93ff786e-0165-4b02-8d27-806d422e93fc	51db3fbd-5ced-4577-ac69-adbd79da93b8
154f80bd-984c-4792-bb89-20c4da0c08e0	749ae979-65d7-41af-9f43-5e31520de5f4
8a929c55-35a6-4645-bb70-4b85d281b139	1562f565-a000-437c-a9c8-f058639023b4
f38b5d2e-5cab-45c7-bb0a-38b2efc5c156	db8b65e4-72ef-475b-9eb8-1fc707409631
00aa769d-622c-433e-8a8a-63fb5c41ea42	49dcf9dd-a058-47de-bf9e-9e90f4cff877
42d20028-0ddc-4dac-9f05-d674f8915f21	030868b4-2b46-4897-a03c-ec60c2bb71a5
711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b	a1a63456-218e-40be-aeff-c6e5565f8cbf
4019c219-c51e-479f-8a9d-cfa6816ed696	98337d88-4235-4943-871c-102535a6000d
d3d65db3-36f9-41c7-8e5e-1683ce94dfcb	ef3dceba-8b56-470a-8a08-d82b4da7d5d6
d9690a27-bb02-498e-b15c-ee76e31d16ee	abdf3e82-b138-4465-bed1-d4e5f68e8f7e
492b4e58-12e2-47b2-bd47-28f8607072fa	76775244-8b7e-4ad8-b02a-831d24df2928
3c019b2f-52ec-40a8-99b5-98c1423ce627	1a6c8a5a-9582-4642-9cce-4bc41a863850
d3daf373-1485-455e-a0a1-8e33d215d623	b28997c9-fa4c-4290-981f-57c593706d5a
31e63f89-a6a9-40fb-823d-f41587bd73d8	25f74f74-9df1-4f9f-be0d-b2f32077c08b
a64000df-16e5-4b88-865f-5c680adf60eb	0d97fa5e-8330-469b-b287-80a4bd881e95
05486349-24a4-4931-bf5f-c9fefe369af2	d59606de-39e0-4117-88ee-049d5c6b012e
303abbe5-4155-4a0d-bc3b-f8995261ca52	3b8b6077-4222-43aa-a16f-7c8bc28053b1
d3aff5d3-23c0-43ae-9c01-8ddd776b530b	9c296a8c-78bc-4b72-a372-1d6f6daf0702
4cfb0aee-6661-478a-8694-9d8ba15e46b7	b2afa56a-6c9f-4aad-9280-8cd04aeea306
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	c6f9960e-3b93-4ced-bace-d24c08f4429a
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	feae357d-f624-4ea7-bc40-f9b4a31d4c22
6051f40a-99e5-4461-9255-0e70d757b4d5	39c26677-34e2-4f3c-ba7e-efaf82cfc998
ec43c4b5-fb72-4a4a-af03-10c2d05ff159	1d38a970-4348-446b-8ae5-9c4336281e8d
2182ce2c-5941-4b65-9419-fc7966d5e6d5	7f1db529-612b-49cd-8e19-4141dfc3ee80
2182ce2c-5941-4b65-9419-fc7966d5e6d5	51871b9c-cedb-4ef5-943e-123d1dc76d4c
9e5f0a23-e184-4611-b42b-e882dcf23acd	c95a3f38-9d0b-4590-b08d-90d2f383c7e5
f4b9d98f-7b76-4eaa-9595-10b0973d5ff7	c85ba7b1-a806-45a5-98bb-6387861fdfe1
e3ef5cad-4d6e-4f04-babb-a908ee02644b	b3e63ab6-760c-4e1b-9f14-71b31e73530c
05780d48-80e7-4d70-b00c-081f8a9519f2	2672fb9b-4e13-44cb-87a2-c50020abe3c0
55345803-83d4-4fdb-b0ee-328753801da1	88c66027-f9bb-43f3-af2a-37acff4c3c03
080ecc31-756a-4a1b-a51e-d632ac8219f7	68a0aeca-6541-40cb-8777-159658573e65
85e29049-a5e8-49fa-a576-e113c7b2c2e3	bdf4455b-15ed-4a37-8250-3bd80a4ec66a
63bc376e-5a3d-44fd-8d77-686dfc41e458	8ebd29b8-06ae-451a-a5e3-6a764c9e55f4
a0f94565-9169-49ee-8e6a-21bdc43d9de6	0615cb1b-cdac-4967-815e-723f1c914ccc
a9d1b074-7f36-4a04-b270-a2061249ff20	0b5853ab-e59b-452e-8142-6516bc7102e2
66701395-5a53-41bb-866b-3bbf08bc33ab	fb204dcc-dc93-44a1-b498-c8b31e2c02fb
0980e7fd-051d-45e9-9ca6-2baf073da4e8	6b3d0323-a036-48ea-9f54-3c769709567b
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	0d743699-ca9a-4b5c-bc8d-ec8a945f1a58
